Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, 雕刻碎屑 - 黄色灯具
chiselsandbits:block_bit:0, 雕刻碎屑 - 黄绿色灯具
chiselsandbits:block_bit:0, 雕刻碎屑 - 粉色灯具
chiselsandbits:block_bit:0, 雕刻碎屑 - 灰色灯具
chiselsandbits:block_bit:0, 雕刻碎屑 - 浅灰色灯具
chiselsandbits:block_bit:0, 雕刻碎屑 - 青色灯具
chiselsandbits:block_bit:0, 雕刻碎屑 - 紫色灯具
chiselsandbits:block_bit:0, 雕刻碎屑 - 蓝色灯具
chiselsandbits:block_bit:0, 雕刻碎屑 - 棕色灯具
chiselsandbits:block_bit:0, 雕刻碎屑 - 绿色灯具
chiselsandbits:block_bit:0, 雕刻碎屑 - 红色灯具
chiselsandbits:block_bit:0, 雕刻碎屑 - 黑色灯具
chiselsandbits:block_bit:0, 雕刻碎屑 - 白色灯具 (开启)
chiselsandbits:block_bit:0, 雕刻碎屑 - 橙色灯具 (开启)
chiselsandbits:block_bit:0, 雕刻碎屑 - 品红灯具 (开启)
chiselsandbits:block_bit:0, 雕刻碎屑 - 浅蓝色灯具 (开启)
chiselsandbits:block_bit:0, 雕刻碎屑 - 黄色灯具 (开启)
chiselsandbits:block_bit:0, 雕刻碎屑 - 黄绿色灯具 (开启)
chiselsandbits:block_bit:0, 雕刻碎屑 - 粉色灯具 (开启)
chiselsandbits:block_bit:0, 雕刻碎屑 - 灰色灯具 (开启)
chiselsandbits:block_bit:0, 雕刻碎屑 - 浅灰色灯具 (开启)
chiselsandbits:block_bit:0, 雕刻碎屑 - 青色灯具 (开启)
chiselsandbits:block_bit:0, 雕刻碎屑 - 紫色灯具 (开启)
chiselsandbits:block_bit:0, 雕刻碎屑 - 蓝色灯具 (开启)
chiselsandbits:block_bit:0, 雕刻碎屑 - 棕色灯具 (开启)
chiselsandbits:block_bit:0, 雕刻碎屑 - 绿色灯具 (开启)
chiselsandbits:block_bit:0, 雕刻碎屑 - 红色灯具 (开启)
chiselsandbits:block_bit:0, 雕刻碎屑 - 黑色灯具 (开启)
chiselsandbits:block_bit:0, 雕刻碎屑 - 灯具控制器 下
chiselsandbits:block_bit:0, 雕刻碎屑 - 焦黑石英柱
chiselsandbits:block_bit:0, 雕刻碎屑 - 錾制焦黑石英
chiselsandbits:block_bit:0, 雕刻碎屑 - 焦黑石英块
chiselsandbits:block_bit:0, 雕刻碎屑 - 焦黑石英矿
chiselsandbits:block_bit:0, 雕刻碎屑 - 木制外壳
chiselsandbits:block_bit:0, 雕刻碎屑 - 木炭块
chiselsandbits:block_bit:0, 雕刻碎屑 - 末影珍珠块
chiselsandbits:block_bit:0, 雕刻碎屑 - 岩浆工厂外墙
chiselsandbits:block_bit:0, 雕刻碎屑 - 末影外壳
chiselsandbits:block_bit:0, 雕刻碎屑 - 铁制外壳
chiselsandbits:block_bit:0, 雕刻碎屑 - 水晶石矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 星辉矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 海蓝宝石砂岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 大理石
chiselsandbits:block_bit:0, 雕刻碎屑 - 大理石砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 大理石柱
chiselsandbits:block_bit:0, 雕刻碎屑 - 大理石横梁
chiselsandbits:block_bit:0, 雕刻碎屑 - 雕纹大理石
chiselsandbits:block_bit:0, 雕刻碎屑 - 凹面大理石
chiselsandbits:block_bit:0, 雕刻碎屑 - 精致大理石柱
chiselsandbits:block_bit:0, 雕刻碎屑 - 熏黑大理石
chiselsandbits:block_bit:0, 雕刻碎屑 - 熏黑大理石砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 熏黑大理石柱
chiselsandbits:block_bit:0, 雕刻碎屑 - 熏黑大理石横梁
chiselsandbits:block_bit:0, 雕刻碎屑 - 雕纹熏黑大理石
chiselsandbits:block_bit:0, 雕刻碎屑 - 凹面熏黑大理石
chiselsandbits:block_bit:0, 雕刻碎屑 - 精致熏黑大理石
chiselsandbits:block_bit:0, 雕刻碎屑 - 聚星木
chiselsandbits:block_bit:0, 雕刻碎屑 - 聚星木板
chiselsandbits:block_bit:0, 雕刻碎屑 - 聚星木柱
chiselsandbits:block_bit:0, 雕刻碎屑 - 聚星木横梁
chiselsandbits:block_bit:0, 雕刻碎屑 - 凹面聚星木
chiselsandbits:block_bit:0, 雕刻碎屑 - 刻纹聚星木
chiselsandbits:block_bit:0, 雕刻碎屑 - 抛光聚星木
chiselsandbits:block_bit:0, 雕刻碎屑 - 灼沙
chiselsandbits:block_bit:0, 雕刻碎屑 - 铜块
chiselsandbits:block_bit:0, 雕刻碎屑 - 铅块
chiselsandbits:block_bit:0, 雕刻碎屑 - 银块
chiselsandbits:block_bit:0, 雕刻碎屑 - 黎明石块
chiselsandbits:block_bit:0, 雕刻碎屑 - 铜矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 铅矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 银矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 方镁矾砖块
chiselsandbits:block_bit:0, 雕刻碎屑 - 灰石
chiselsandbits:block_bit:0, 雕刻碎屑 - 灰石砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 灰石瓷砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 古代砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 古代镶边砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 古代瓦块
chiselsandbits:block_bit:0, 雕刻碎屑 - 石英矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 密封板
chiselsandbits:block_bit:0, 雕刻碎屑 - 加固密封板
chiselsandbits:block_bit:0, 雕刻碎屑 - 铝块
chiselsandbits:block_bit:0, 雕刻碎屑 - 铝矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 青铜块
chiselsandbits:block_bit:0, 雕刻碎屑 - 琥珀金块
chiselsandbits:block_bit:0, 雕刻碎屑 - 镍块
chiselsandbits:block_bit:0, 雕刻碎屑 - 镍矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 锡块
chiselsandbits:block_bit:0, 雕刻碎屑 - 锡矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - Litherite
chiselsandbits:block_bit:0, 雕刻碎屑 - Litherite Paver
chiselsandbits:block_bit:0, 雕刻碎屑 - Litherite Bricks
chiselsandbits:block_bit:0, 雕刻碎屑 - Litherite Tiles
chiselsandbits:block_bit:0, 雕刻碎屑 - Erodium
chiselsandbits:block_bit:0, 雕刻碎屑 - Erodium Paver
chiselsandbits:block_bit:0, 雕刻碎屑 - Erodium Bricks
chiselsandbits:block_bit:0, 雕刻碎屑 - Erodium Tiles
chiselsandbits:block_bit:0, 雕刻碎屑 - Kyronite
chiselsandbits:block_bit:0, 雕刻碎屑 - Kyronite Paver
chiselsandbits:block_bit:0, 雕刻碎屑 - Kyronite Bricks
chiselsandbits:block_bit:0, 雕刻碎屑 - Kyronite Tiles
chiselsandbits:block_bit:0, 雕刻碎屑 - Pladium
chiselsandbits:block_bit:0, 雕刻碎屑 - Pladium Paver
chiselsandbits:block_bit:0, 雕刻碎屑 - Pladium Bricks
chiselsandbits:block_bit:0, 雕刻碎屑 - Pladium Tiles
chiselsandbits:block_bit:0, 雕刻碎屑 - Ionite
chiselsandbits:block_bit:0, 雕刻碎屑 - Ionite Paver
chiselsandbits:block_bit:0, 雕刻碎屑 - Ionite Bricks
chiselsandbits:block_bit:0, 雕刻碎屑 - Ionite Tiles
chiselsandbits:block_bit:0, 雕刻碎屑 - Aethium
chiselsandbits:block_bit:0, 雕刻碎屑 - Aethium Paver
chiselsandbits:block_bit:0, 雕刻碎屑 - Aethium Bricks
chiselsandbits:block_bit:0, 雕刻碎屑 - Aethium Tiles
chiselsandbits:block_bit:0, 雕刻碎屑 - Lonsdaleite
chiselsandbits:block_bit:0, 雕刻碎屑 - Lonsdaleite Paver
chiselsandbits:block_bit:0, 雕刻碎屑 - Lonsdaleite Bricks
chiselsandbits:block_bit:0, 雕刻碎屑 - Lonsdaleite Tiles
chiselsandbits:block_bit:0, 雕刻碎屑 - 互联方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 雷电块
chiselsandbits:block_bit:0, 雕刻碎屑 - 天域块
chiselsandbits:block_bit:0, 雕刻碎屑 - 神秘块
chiselsandbits:block_bit:0, 雕刻碎屑 - 雷石
chiselsandbits:block_bit:0, 雕刻碎屑 - 雷石砖块
chiselsandbits:block_bit:0, 雕刻碎屑 - 雕纹雷石砖块
chiselsandbits:block_bit:0, 雕刻碎屑 - 恶魔石
chiselsandbits:block_bit:0, 雕刻碎屑 - 恶魔石砖块
chiselsandbits:block_bit:0, 雕刻碎屑 - 雕纹恶魔石砖块
chiselsandbits:block_bit:0, 雕刻碎屑 - 冥界石
chiselsandbits:block_bit:0, 雕刻碎屑 - 冥界石砖块
chiselsandbits:block_bit:0, 雕刻碎屑 - 雕纹冥界石砖块
chiselsandbits:block_bit:0, 雕刻碎屑 - 幻想雷石砖块
chiselsandbits:block_bit:0, 雕刻碎屑 - 幻想恶魔石砖块
chiselsandbits:block_bit:0, 雕刻碎屑 - 幻想冥界石砖块
chiselsandbits:block_bit:0, 雕刻碎屑 - 雷石铺路砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 恶魔石铺路砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 冥界石铺路砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 幽冥原木 上/下
chiselsandbits:block_bit:0, 雕刻碎屑 - 幽冥木木板
chiselsandbits:block_bit:0, 雕刻碎屑 - 幽冥沙
chiselsandbits:block_bit:0, 雕刻碎屑 - 腐化石
chiselsandbits:block_bit:0, 雕刻碎屑 - 幽冥灯笼
chiselsandbits:block_bit:0, 雕刻碎屑 - 幽冥灯
chiselsandbits:block_bit:0, 雕刻碎屑 - 幻想幽冥灯
chiselsandbits:block_bit:0, 雕刻碎屑 - 幻想幽冥灯
chiselsandbits:block_bit:0, 雕刻碎屑 - 幻想幽冥灯
chiselsandbits:block_bit:0, 雕刻碎屑 - 冥界铁矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 冥界金矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 冥界铁矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 冥界铁矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 方镁矾混合物块
chiselsandbits:block_bit:0, 雕刻碎屑 - 方镁矾瓷砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 方镁矾平滑瓷砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 大块古代瓦砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 密封板瓷砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 密封板箍桶 上/下
chiselsandbits:block_bit:0, 雕刻碎屑 - 密封板支柱 上/下
chiselsandbits:block_bit:0, 雕刻碎屑 - 锻铁瓷砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 锻铁平台
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑 - 菜籽油
chiselsandbits:block_bit:0, 雕刻碎屑 - 精制菜籽油
chiselsandbits:block_bit:0, 雕刻碎屑 - 晶化油
chiselsandbits:block_bit:0, 雕刻碎屑 - 充能油
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑 - 石油
chiselsandbits:block_bit:0, 雕刻碎屑 - 熔融红石
chiselsandbits:block_bit:0, 雕刻碎屑 - 充能液态荧石
chiselsandbits:block_bit:0, 雕刻碎屑 - 谐振熔融末影珍珠
chiselsandbits:block_bit:0, 雕刻碎屑 - 烈焰之炽焱
chiselsandbits:block_bit:0, 雕刻碎屑 - 极寒之凛冰
chiselsandbits:block_bit:0, 雕刻碎屑 - 飞扬之清风
chiselsandbits:block_bit:0, 雕刻碎屑 - 板块之层岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 元始魔力
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑 - 种子油
chiselsandbits:block_bit:0, 雕刻碎屑 - 生物质
chiselsandbits:block_bit:0, 雕刻碎屑 - 液态玻璃
chiselsandbits:block_bit:0, 雕刻碎屑 - 蜂蜜
chiselsandbits:block_bit:0, 雕刻碎屑 - 碎冰
chiselsandbits:block_bit:0, 雕刻碎屑 - 果汁
chiselsandbits:block_bit:0, 雕刻碎屑 - 牛奶
chiselsandbits:block_bit:0, 雕刻碎屑 - 种子油
chiselsandbits:block_bit:0, 雕刻碎屑 - 蜂蜜酒
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑 - tile.witchwater.name
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑 - 门瑞欧树脂
chiselsandbits:block_bit:0, 雕刻碎屑 - 紫颂果浆
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑 - 氧气
chiselsandbits:block_bit:0, 雕刻碎屑 - 氢
chiselsandbits:block_bit:0, 雕刻碎屑 - 氘
chiselsandbits:block_bit:0, 雕刻碎屑 - 氚
chiselsandbits:block_bit:0, 雕刻碎屑 - 氦-3
chiselsandbits:block_bit:0, 雕刻碎屑 - 氦气
chiselsandbits:block_bit:0, 雕刻碎屑 - 熔融硼
chiselsandbits:block_bit:0, 雕刻碎屑 - 熔融硼-10
chiselsandbits:block_bit:0, 雕刻碎屑 - 熔融硼-11
chiselsandbits:block_bit:0, 雕刻碎屑 - 熔融锂
chiselsandbits:block_bit:0, 雕刻碎屑 - 熔融锂-6
chiselsandbits:block_bit:0, 雕刻碎屑 - 熔融锂-7
chiselsandbits:block_bit:0, 雕刻碎屑 - Molten Steel
chiselsandbits:block_bit:0, 雕刻碎屑 - 熔融硼铁合金
chiselsandbits:block_bit:0, 雕刻碎屑 - 熔融高强合金
chiselsandbits:block_bit:0, 雕刻碎屑 - 熔融硬碳
chiselsandbits:block_bit:0, 雕刻碎屑 - 熔融铍
chiselsandbits:block_bit:0, 雕刻碎屑 - 熔融锰
chiselsandbits:block_bit:0, 雕刻碎屑 - 熔融二氧化锰
chiselsandbits:block_bit:0, 雕刻碎屑 - 熔融硫
chiselsandbits:block_bit:0, 雕刻碎屑 - 熔融砷
chiselsandbits:block_bit:0, 雕刻碎屑 - 液氦
chiselsandbits:block_bit:0, 雕刻碎屑 - 液氮
chiselsandbits:block_bit:0, 雕刻碎屑 - 等离子体
chiselsandbits:block_bit:0, 雕刻碎屑 - 中子流体
chiselsandbits:block_bit:0, 雕刻碎屑 - 辐射宁流体
chiselsandbits:block_bit:0, 雕刻碎屑 - 缓效辐射宁流体
chiselsandbits:block_bit:0, 雕刻碎屑 - 氮气
chiselsandbits:block_bit:0, 雕刻碎屑 - 氟
chiselsandbits:block_bit:0, 雕刻碎屑 - 二氧化碳
chiselsandbits:block_bit:0, 雕刻碎屑 - 一氧化碳
chiselsandbits:block_bit:0, 雕刻碎屑 - 乙烯
chiselsandbits:block_bit:0, 雕刻碎屑 - 氟代甲烷
chiselsandbits:block_bit:0, 雕刻碎屑 - 氨
chiselsandbits:block_bit:0, 雕刻碎屑 - 二氟化氧
chiselsandbits:block_bit:0, 雕刻碎屑 - 乙硼烷
chiselsandbits:block_bit:0, 雕刻碎屑 - 二氧化硫
chiselsandbits:block_bit:0, 雕刻碎屑 - 三氧化硫
chiselsandbits:block_bit:0, 雕刻碎屑 - 氢氟酸
chiselsandbits:block_bit:0, 雕刻碎屑 - 硼酸
chiselsandbits:block_bit:0, 雕刻碎屑 - 硫酸
chiselsandbits:block_bit:0, 雕刻碎屑 - 氮化硼溶液
chiselsandbits:block_bit:0, 雕刻碎屑 - 氟化钙溶液
chiselsandbits:block_bit:0, 雕刻碎屑 - 硫酸钙溶液
chiselsandbits:block_bit:0, 雕刻碎屑 - 氟化钠溶液
chiselsandbits:block_bit:0, 雕刻碎屑 - 氟化钾溶液
chiselsandbits:block_bit:0, 雕刻碎屑 - 氢氧化钠溶液
chiselsandbits:block_bit:0, 雕刻碎屑 - 氢氧化钾溶液
chiselsandbits:block_bit:0, 雕刻碎屑 - 硼砂溶液
chiselsandbits:block_bit:0, 雕刻碎屑 - 堆芯熔融物
chiselsandbits:block_bit:0, 雕刻碎屑 - 可可浆
chiselsandbits:block_bit:0, 雕刻碎屑 - 可可脂
chiselsandbits:block_bit:0, 雕刻碎屑 - 熔融无糖巧克力
chiselsandbits:block_bit:0, 雕刻碎屑 - 熔融黑巧克力
chiselsandbits:block_bit:0, 雕刻碎屑 - 熔融牛奶巧克力
chiselsandbits:block_bit:0, 雕刻碎屑 - 熔融明胶
chiselsandbits:block_bit:0, 雕刻碎屑 - 水合明胶
chiselsandbits:block_bit:0, 雕刻碎屑 - 液态棉花糖
chiselsandbits:block_bit:0, 雕刻碎屑 - 熔融氟化锂
chiselsandbits:block_bit:0, 雕刻碎屑 - 熔融氟化铍
chiselsandbits:block_bit:0, 雕刻碎屑 - 熔融氟锂铍盐混合物
chiselsandbits:block_bit:0, 雕刻碎屑 - 熔融氢氧化钠
chiselsandbits:block_bit:0, 雕刻碎屑 - 熔融氢氧化钾
chiselsandbits:block_bit:0, 雕刻碎屑 - 高压蒸汽
chiselsandbits:block_bit:0, 雕刻碎屑 - 废蒸汽
chiselsandbits:block_bit:0, 雕刻碎屑 - 低压蒸汽
chiselsandbits:block_bit:0, 雕刻碎屑 - 低质蒸汽
chiselsandbits:block_bit:0, 雕刻碎屑 - 预热水
chiselsandbits:block_bit:0, 雕刻碎屑 - 冷凝水
chiselsandbits:block_bit:0, 雕刻碎屑 - 熔融钠
chiselsandbits:block_bit:0, 雕刻碎屑 - 熔融钾
chiselsandbits:block_bit:0, 雕刻碎屑 - 共晶钠钾合金
chiselsandbits:block_bit:0, 雕刻碎屑 - 热共晶钠钾合金
chiselsandbits:block_bit:0, 雕刻碎屑 - 熔融砷化硼
chiselsandbits:block_bit:0, 雕刻碎屑 - 碳化硅蒸气
chiselsandbits:block_bit:0, 雕刻碎屑 - 熔融银铝矿
chiselsandbits:block_bit:0, 雕刻碎屑 - 熔融氧化铝
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑 - tile.tamoltencerulean.name
chiselsandbits:block_bit:0, 雕刻碎屑 - tile.tamoltenmoonstone.name
chiselsandbits:block_bit:0, 雕刻碎屑 - 月露
chiselsandbits:block_bit:0, 雕刻碎屑 - tile.tamoltenauroriansteel.name
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:block_bit:0, 雕刻碎屑
chiselsandbits:tape_measure, 卷尺
chiselsandbits:bittank, 流体雕刻储罐
chiselsandbits:chiseled_wood, 雕刻木头
chiselsandbits:chiseled_rock, 雕刻石头
chiselsandbits:chiseled_iron, 雕刻金属
chiselsandbits:chiseled_cloth, 雕刻布匹
chiselsandbits:chiseled_ice, 雕刻冰块
chiselsandbits:chiseled_packedice, 雕刻浮冰
chiselsandbits:chiseled_clay, 雕刻粘土
chiselsandbits:chiseled_glass, 雕刻玻璃
chiselsandbits:chiseled_sand, 雕刻沙子
chiselsandbits:chiseled_ground, 雕刻泥土
chiselsandbits:chiseled_grass, 雕刻草块
chiselsandbits:chiseled_snow, 雕刻雪块
chiselsandbits:chiseled_fluid, 雕刻流体
chiselsandbits:chiseled_leaves, 雕刻树叶
contenttweaker:mind_heatsand:0, 灼沙
dakimakuramod:tile.dakimakura, 抱枕
dakimakuramod:item.daki-design, 抱枕设计图
patchouli:guide_book, 指南书
mcjtylib_ng:multipart, tile.mcjtylib_ng.multipart.name
embers:block_caminite_brick_slab, 方镁矾台阶
embers:ashen_stone_slab, 灰石台阶
embers:ashen_brick_slab, 灰石砖台阶
embers:ashen_tile_slab, 灰石瓷砖台阶
embers:ingot_copper, 铜锭
embers:ingot_lead, 铅锭
embers:ingot_silver, 银锭
embers:ingot_dawnstone, 黎明石锭
embers:nugget_copper, 铜粒
embers:nugget_lead, 铅粒
embers:nugget_silver, 银粒
embers:nugget_dawnstone, 黎明石粒
embers:plate_copper, 铜板
embers:plate_lead, 铅板
embers:plate_silver, 银板
embers:plate_dawnstone, 黎明石板
embers:plate_iron, 铁板
embers:plate_gold, 金板
embers:brick_caminite, 方镁矾砖
embers:blend_caminite, 方镁矾混合物
embers:plate_caminite, 方镁矾板
embers:plate_caminite_raw, 生方镁矾板
embers:tinker_hammer, 铁匠锤
embers:stamp_bar, 锭模具
embers:stamp_flat, 平模具
embers:stamp_plate, 板模具
embers:stamp_gear, 齿轮模具
embers:stamp_bar_raw, 未烧制的锭模具
embers:stamp_flat_raw, 未烧制的平模具
embers:stamp_plate_raw, 未烧制的板模具
embers:stamp_gear_raw, 未烧制的齿轮模具
embers:ember_detector, 大气能量测量表
embers:dust_ember, 灰烬沙砾
embers:shard_ember, 灰烬晶体碎片
embers:crystal_ember, 灰烬晶体
embers:pickaxe_copper, 铜镐
embers:axe_copper, 铜斧
embers:shovel_copper, 铜铲
embers:hoe_copper, 铜锄
embers:sword_copper, 铜剑
embers:pickaxe_silver, 银镐
embers:axe_silver, 银斧
embers:shovel_silver, 银铲
embers:hoe_silver, 银锄
embers:sword_silver, 银剑
embers:pickaxe_lead, 铅镐
embers:axe_lead, 铅斧
embers:shovel_lead, 铅铲
embers:hoe_lead, 铅锄
embers:sword_lead, 铅剑
embers:pickaxe_dawnstone, 黎明石镐
embers:axe_dawnstone, 黎明石斧
embers:shovel_dawnstone, 黎明石铲
embers:hoe_dawnstone, 黎明石锄
embers:sword_dawnstone, 黎明石剑
embers:ember_jar:0, 地幔小型能量罐
embers:ember_jar:0, 地幔小型能量罐
embers:ember_cartridge:0, 地幔大型能量筒
embers:ember_cartridge:0, 地幔大型能量筒
embers:ignition_cannon, 灼热射线枪
embers:staff_ember, 焚毁之杖
embers:axe_clockwork, 发条战斧
embers:pickaxe_clockwork, 发条镐
embers:grandhammer, 灰烬大锤
embers:dust_ash, 灰烬
embers:aspectus_iron, 铁之元素象征
embers:aspectus_copper, 铜之元素象征
embers:aspectus_lead, 铅之元素象征
embers:aspectus_silver, 银之元素象征
embers:aspectus_dawnstone, 黎明石之元素象征
embers:alchemic_waste, 炼金失败物
embers:ashen_cloak_head, 灰烬护目镜
embers:ashen_cloak_chest, 灰烬斗篷
embers:ashen_cloak_legs, 灰烬绑腿
embers:ashen_cloak_boots, 灰烬长筒靴
embers:inflictor_gem, 惩罚者宝石
embers:glimmer_shard, 微光水晶
embers:glimmer_lamp, 微光水晶灯
embers:ashen_cloth, 灰烬布匹
embers:archaic_brick, 古代砖块
embers:ancient_motive_core, 太古动力核心
embers:isolated_materia, 万用修复要素
embers:tyrfing, 提尔锋
embers:adhesive, 胶粘剂
embers:ember_cluster, 灰烬水晶簇
embers:wildfire_core, 野火核心
embers:codex, 古代法典
embers:superheater, 热炙器
embers:jet_augment, 煤渣喷气机
embers:blasting_core, 爆破核心
embers:caster_orb, 法师法球
embers:resonating_bell, 共鸣之铃
embers:flame_barrier, 烈焰屏障
embers:eldritch_insignia, 恐怖徽章
embers:intelligent_apparatus, 智械机关
embers:archaic_circuit, 太古电路
embers:dust_metallurgic, 冶金粉尘
embers:diffraction_barrel, 散射枪管
embers:focal_lens, 聚焦镜片
embers:tinker_lens, 工匠单片眼镜
embers:anti_tinker_lens, 烟熏的工匠单片眼镜
embers:shifting_scales, 蠕动之鳞
embers:winding_gears, 发条齿轮
embers:spark_plug, 火花塞
embers:golems_eye, 太古之眼
embers:ingot_aluminum, 铝锭
embers:plate_aluminum, 铝板
embers:nugget_aluminum, 铝粒
embers:pickaxe_aluminum, 铝镐
embers:axe_aluminum, 铝斧
embers:shovel_aluminum, 铝铲
embers:sword_aluminum, 铝剑
embers:hoe_aluminum, 铝锄
embers:ingot_bronze, 青铜锭
embers:plate_bronze, 青铜板
embers:nugget_bronze, 青铜粒
embers:pickaxe_bronze, 青铜镐
embers:axe_bronze, 青铜斧
embers:shovel_bronze, 青铜铲
embers:sword_bronze, 青铜剑
embers:hoe_bronze, 青铜锄
embers:ingot_electrum, 琥珀金锭
embers:plate_electrum, 琥珀金板
embers:nugget_electrum, 琥珀金粒
embers:pickaxe_electrum, 琥珀金镐
embers:axe_electrum, 琥珀金斧
embers:shovel_electrum, 琥珀金铲
embers:sword_electrum, 琥珀金剑
embers:hoe_electrum, 琥珀金锄
embers:ingot_nickel, 镍锭
embers:plate_nickel, 镍板
embers:nugget_nickel, 镍粒
embers:pickaxe_nickel, 镍镐
embers:axe_nickel, 镍斧
embers:shovel_nickel, 镍铲
embers:sword_nickel, 镍剑
embers:hoe_nickel, 镍锄
embers:ingot_tin, 锡锭
embers:plate_tin, 锡板
embers:nugget_tin, 锡粒
embers:pickaxe_tin, 锡镐
embers:axe_tin, 锡斧
embers:shovel_tin, 锡铲
embers:sword_tin, 锡剑
embers:hoe_tin, 锡锄
embers:ember_ring, 余烬之戒
embers:ember_belt, 余烬腰带
